Sr.no.,Review_body,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,sent.val1,category_senti1,Date,Weekday,Month and Year,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18
815, given wrong informations customer service rep phone international allowance resulted £ extra cost friend called refused listen recorded phone conversation refund amount due misinformation side frustrating ,0,0,0,0,1,1,0,1,2,3,-0.5,Negative,07-Feb-18,Wednesday,Feb-18,,,,,,,,,,,,,,,,,,,
816, better big companies however g g pretty slow coverage great advantage better data deals diminished also unfortunately app fairly convoluted ,0,1,0,0,1,0,0,2,1,3,0.7,Positive,07-Feb-18,Wednesday,Feb-18,,,,,,,,,,,,,,,,,,,
817, one reasons staying becuase wuntu offerings last wednesday stopped accepting one offers phone hours trying fixed ie allow connect wuntu account confirm sim even tried different phone new install still use wunto offers said fix soon text well one week later nothing nada seems quite people issue googling issue ,0,1,0,0,0,0,0,2,0,0,2.05,Positive,07-Feb-18,Wednesday,Feb-18,,,,,,,,,,,,,,,,,,,
818, experience today second declined application st month ago one another really think somewhere something right know agreement third parties going worse worse third parties advertise much better offers decline applications without provided proper reason eligible probably matter already years contract good credit score noddle experian important kind upgrade new contract directly £ month third parties good try many options market good research choose another network provider thinks eligible review loyalty programregards ,0,3,0,1,3,1,2,6,2,10,5.85,Positive,06-Feb-18,Tuesday,Feb-18,,,,,,,,,,,,,,,,,,,
819, worst network ever first bought contract asked everything capped instead pay £ going data asked capped told complain refund now nearly year still refunded horrible network run gready people ,2,2,1,1,1,1,0,1,2,1,-0.5,Negative,06-Feb-18,Tuesday,Feb-18,,,,,,,,,,,,,,,,,,,
820, unfortunately never good experience removing contract many times charged incorrectly getting services paid hotspot ,0,1,0,0,1,0,1,1,0,1,-1.05,Negative,06-Feb-18,Tuesday,Feb-18,,,,,,,,,,,,,,,,,,,
821, absolutely shockingly useless customer services exacerbated able understand saying due accents poor line bothered going details owed money never receive hours life never back ,1,1,0,0,1,0,2,1,1,2,-1.55,Negative,05-Feb-18,Monday,Feb-18,,,,,,,,,,,,,,,,,,,
822, jesus murphy friggin greasy one online chat guys asked confirm sensitive details chat never gave preassume number entered databases information shows screen now gods green earth guys sensitive information feel violate jesus murphy big companies selling info one greasyiest nastiest situations personal information available company without consent advisor told answer back hence weird wait happened side got screenshots chat address registered card asked s website want top guessing cahoots working together sinister incentive ,1,2,3,1,1,0,0,3,3,4,-0.75,Negative,05-Feb-18,Monday,Feb-18,,,,,,,,,,,,,,,,,,,
823, worst customer service experienced phone company one team called offer new contract brought fact still received pound discount promised two months ago charging incorrectly customer service agent said put another unit deal query agreed hung phone ,1,1,0,0,1,0,1,5,1,6,2.05,Positive,05-Feb-18,Monday,Feb-18,,,,,,,,,,,,,,,,,,,
824, like give feedback service received jonnellejojo got new samsung s stratford london westfield store th january jojo absolute asset company went beyond helping make informed judgement knowledgeable patient gave information needed make informed decision applied every single customer service skill ranging patienceattentiveness clear communication knowledge positive language tenacity asset company thank jonnelleenoma ,0,2,0,0,0,0,0,1,0,8,7.8,Positive,04-Feb-18,Sunday,Feb-18,,,,,,,,,,,,,,,,,,,
825, looked around good value sim deal best deals signed gb data unlimited talk time texts bargain £ per month sim card arrived went site register good lady troubles began pay go account registered wifes new number account put new number popped password bang wifes new contract account phoned s customer service hour nowhere near getting problem sorted rang back around hour half still closer getting wifes new contract lifted account customer service guy put technician asked open link sent wifes mobile phone told put sim wifes phone wanted open account first insert sim fact agree s terms conditions kept repeating insert sim mobile kept repeating prepared new account set anyway mins agrred asked speak supervisor technician asked said wanted compensation hours spent phone calls computer try sort mind simple problem kept repeating supervisors available compensation given stated months free line rental £ offered adamant offered enough time asked redirected cancellations dept spoke another asian guy blurted quickly wifes contract terminated good day thanks s customer service head banging day days later rang wifes new called cancelled mobile service went answer service cancelled day contract came post rang s customer service back yet spoke eventually cancelations dept find contract indeed cancelled lady tried stop cancelling offered free months line rental asked days refused point blank got customer services ladys name cancelation reference number lied nearly running days cancellation option taking risks good deals pitiful customer service dept cancelling pay go contract needs top lot waste time simply know frank spencer lot better ,1,8,2,2,3,3,3,10,7,12,0.7,Positive,04-Feb-18,Sunday,Feb-18,,,,,,,,,,,,,,,,,,,
826, october used huawei dongle black green access internet monthly billing plan £ gb never charged october cancelled plan agreed one month notice replaced dongle huawei mobile wifi device white rate £ gb month one yearhowever since always charged well £ checking bank account see also still paying £ month using old dongle despite cancelling contract remain unresponsive going ps twitter webchat etcupdateand nothing still paying direct debit previous cancelled contract plus direct debit new one par course ,0,3,0,0,2,1,0,5,1,3,-0.35,Negative,04-Feb-18,Sunday,Feb-18,,,,,,,,,,,,,,,,,,,
827, rate zero staggering display incompetence today called sim son s phone blocked stolen called mobile yet customer services representative csr asked number wanted blocked  m pretty sure see number called obviously  s number however benefit doubt given told csr number collins number provided son s phone number csr asked wanted replacement sim one blocked said yes ultimately replace stolen phone csr ordered phone told £ new sim reluctantly agreed csr says done though also blacklisted stolen phone via imei read thanks csr hang mins pass realise need call customer dial number phone recorded message tells  t call number odd think  ll try another number recording plays dawns  s happened csr somehow managed block sim despite specifically giving son s phone number call wife s phone speak another csr explain situation see block made advise  t reverse new sim already registered sent  d wait days new sim arrive acceptable number advertised business number used regularly customers call  s also part various security systems whereby texts sent allow login systems inform security breaches vehicle systems  t wait days head store explain situation new sim store csr completes migration number new sim tells  ll working around mins hour passes still service new sim installed contact first via twitter support account via webchat request spend two hours waiting chat csr read details account investigate solution told nothing new sim activated number  s post now phone mobile internet means resolve days  s worse isn t first time made error like either last time tried upgrade son s plan needed data csr managed mix mine son s accounts changed plan phone actually downgrade much higher call data plan told  d wait fixed time whole month needed wait next billing cycle csr staff able resolve issues  t believe one hutchinson telecom resolved one seemed try now leaving taking mobile phone accounts   stuff sucks makeitright  yeah right ,1,8,0,2,1,3,0,9,7,14,2.4,Positive,03-Feb-18,Saturday,Feb-18,,,,,,,,,,,,,,,,,,,
